Date,Close,Adj Close,Volume,Daily_Return_Pct
8/17/1970,75.330002,75.330002,6940000,0.011549117
8/18/1970,76.199997,76.199997,9500000,0.00997378
8/19/1970,76.959999,76.959999,9870000,0.011434473
8/20/1970,77.839996,77.839996,10170000,0.017985638
8/21/1970,79.239998,79.239998,13420000,0.022084806
8/24/1970,80.989998,80.989998,18910000,0.001605198
8/25/1970,81.120003,81.120003,17520000,0.001109418
8/26/1970,81.209999,81.209999,15970000,-0.001600751
8/27/1970,81.080002,81.080002,12440000,0.009620116
8/28/1970,81.860001,81.860001,13820000,-0.004153482
8/31/1970,81.519997,81.519997,10740000,-0.006992149
9/1/1970,80.949997,80.949997,10960000,0.000123558
9/2/1970,80.959999,80.959999,9710000,0.013957473
9/3/1970,82.089996,82.089996,14110000,0.00901457
9/4/1970,82.830002,82.830002,15360000,0.002535301
9/8/1970,83.040001,83.040001,17110000,-0.003010597
9/9/1970,82.790001,82.790001,16250000,-0.005918565
9/10/1970,82.300003,82.300003,11900000,0.002673074
9/11/1970,82.519997,82.519997,12140000,-0.005453187
9/14/1970,82.07,82.07,11900000,-0.008651139
9/15/1970,81.360001,81.360001,9830000,0.005285152
9/16/1970,81.790001,81.790001,12090000,0.006113217
9/17/1970,82.290001,82.290001,15530000,0.004010232
9/18/1970,82.620003,82.620003,15900000,-0.008593548
9/21/1970,81.910004,81.910004,12540000,-0.000610463
9/22/1970,81.860001,81.860001,12110000,0.000610836
9/23/1970,81.910004,81.910004,16940000,-0.00305213
9/24/1970,81.660004,81.660004,21340000,0.014327675
9/25/1970,82.830002,82.830002,20470000,0.013038778
9/28/1970,83.910004,83.910004,14390000,-0.000595912
9/29/1970,83.860001,83.860001,17880000,0.005246864
9/30/1970,84.300003,84.300003,14830000,0.000237212
10/1/1970,84.32,84.32,9700000,0.009962097
10/2/1970,85.160004,85.160004,15420000,0.015382773
10/5/1970,86.470001,86.470001,19760000,0.004394553
10/6/1970,86.849998,86.849998,20240000,0.000460576
10/7/1970,86.889999,86.889999,15610000,-0.010818299
10/8/1970,85.949997,85.949997,14500000,-0.010122106
10/9/1970,85.080002,85.080002,13980000,-0.010695862
10/12/1970,84.169998,84.169998,8570000,-0.001306879
10/13/1970,84.059998,84.059998,9500000,0.001546562
10/14/1970,84.190002,84.190002,9920000,0.005463832
10/15/1970,84.650002,84.650002,11250000,-0.004370974
10/16/1970,84.279999,84.279999,11300000,-0.013407653
10/19/1970,83.150002,83.150002,9890000,0.005892928
10/20/1970,83.639999,83.639999,10630000,0.00023918
10/21/1970,83.660004,83.660004,11330000,-0.003346964
10/22/1970,83.379997,83.379997,9000000,0.004677381
10/23/1970,83.769997,83.769997,10270000,-0.005491214
10/26/1970,83.309998,83.309998,9200000,-0.002280579
10/27/1970,83.120003,83.120003,9680000,0.003729511
10/28/1970,83.43,83.43,10660000,-0.000839015
10/29/1970,83.360001,83.360001,10440000,-0.00131959
10/30/1970,83.25,83.25,10520000,0.003123147
11/2/1970,83.510002,83.510002,9470000,0.008501964
11/3/1970,84.220001,84.220001,11760000,0.002018499
11/4/1970,84.389999,84.389999,12180000,-0.003436438
11/5/1970,84.099998,84.099998,10800000,0.001426908
11/6/1970,84.220001,84.220001,9970000,0.005343113
11/9/1970,84.669998,84.669998,10890000,0.001417303
11/10/1970,84.790001,84.790001,12030000,0.002830499
11/11/1970,85.029999,85.029999,13520000,-0.010349253
11/12/1970,84.150002,84.150002,12520000,-0.00926915
11/13/1970,83.370003,83.370003,11890000,-0.001559374
11/16/1970,83.239998,83.239998,9160000,0.002763131
11/17/1970,83.470001,83.470001,9450000,-0.008146639
11/18/1970,82.790001,82.790001,9850000,0.001449487
11/19/1970,82.910004,82.910004,9280000,0.009769593
11/20/1970,83.720001,83.720001,10920000,0.006211144
11/23/1970,84.239998,84.239998,12720000,0.006410268
11/24/1970,84.779999,84.779999,12560000,0.003656487
11/25/1970,85.089996,85.089996,13490000,0.009871948
11/27/1970,85.93,85.93,10130000,0.014779437
11/30/1970,87.199997,87.199997,17700000,0.003096376
12/1/1970,87.470001,87.470001,20170000,0.011546839
12/2/1970,88.480003,88.480003,17960000,0.004746824
12/3/1970,88.900002,88.900002,20480000,0.006299179
12/4/1970,89.459999,89.459999,15980000,0.00536556
12/7/1970,89.940002,89.940002,15530000,-0.005225717
12/8/1970,89.470001,89.470001,14370000,0.000782385
12/9/1970,89.540001,89.540001,13550000,0.00424388
12/10/1970,89.919998,89.919998,14610000,0.003781183
12/11/1970,90.260002,90.260002,15790000,-0.005096377
12/14/1970,89.800003,89.800003,13810000,-0.001559009
12/15/1970,89.660004,89.660004,13420000,0.000669161
12/16/1970,89.720001,89.720001,14240000,0.003566652
12/17/1970,90.040001,90.040001,13660000,0.001999111
12/18/1970,90.220001,90.220001,14360000,-0.003103514
12/21/1970,89.940002,89.940002,12690000,0.001111841
12/22/1970,90.040001,90.040001,14510000,0.000666337
12/23/1970,90.099998,90.099998,15400000,0.005660411
12/24/1970,90.610001,90.610001,12140000,0.005297373
12/28/1970,91.089996,91.089996,12290000,0.010868438
12/29/1970,92.080002,92.080002,17750000,0.002063369
12/30/1970,92.269997,92.269997,19140000,-0.001300477
12/31/1970,92.150002,92.150002,13390000,-0.010851872
1/4/1971,91.150002,91.150002,10010000,0.007131113
1/5/1971,91.800003,91.800003,12600000,0.005991231
1/6/1971,92.349998,92.349998,16960000,0.00032484
1/7/1971,92.379997,92.379997,16460000,-0.002056668
1/8/1971,92.190002,92.190002,14100000,-0.002277893
1/11/1971,91.980003,91.980003,14720000,0.008045205
1/12/1971,92.720001,92.720001,17820000,-0.001725658
1/13/1971,92.559998,92.559998,19070000,0.002592967
1/14/1971,92.800003,92.800003,17600000,0.002478405
1/15/1971,93.029999,93.029999,18010000,0.004084758
1/18/1971,93.410004,93.410004,15400000,0.003746901
1/19/1971,93.760002,93.760002,15800000,0.000213279
1/20/1971,93.779999,93.779999,18330000,0.004371966
1/21/1971,94.190002,94.190002,19060000,0.007325565
1/22/1971,94.879997,94.879997,21680000,0.004215873
1/25/1971,95.279999,95.279999,19050000,0.003253537
1/26/1971,95.589996,95.589996,21380000,-0.007322911
1/27/1971,94.889999,94.889999,20640000,0.003372326
1/28/1971,95.209999,95.209999,18840000,0.007037055
1/29/1971,95.879997,95.879997,20960000,0.005632051
2/1/1971,96.419998,96.419998,20650000,0.000103734
2/2/1971,96.43,96.43,22030000,0.002074012
2/3/1971,96.629997,96.629997,21680000,-0.000103425
2/4/1971,96.620003,96.620003,20860000,0.003208414
2/5/1971,96.93,96.93,20480000,0.005364665
2/8/1971,97.449997,97.449997,25590000,0.000615752
2/9/1971,97.510002,97.510002,28250000,-0.001230674
2/10/1971,97.389999,97.389999,19040000,0.005339409
2/11/1971,97.910004,97.910004,19260000,0.005310959
2/12/1971,98.43,98.43,18470000,0.002336727
2/16/1971,98.660004,98.660004,21350000,-0.004662548
2/17/1971,98.199997,98.199997,18720000,-0.006517302
2/18/1971,97.559998,97.559998,16650000,-0.008405084
2/19/1971,96.739998,96.739998,17860000,-0.010543695
2/22/1971,95.720001,95.720001,15840000,0.003865389
2/23/1971,96.089996,96.089996,15080000,0.006660496
2/24/1971,96.730003,96.730003,15930000,0.002377711
2/25/1971,96.959999,96.959999,16200000,-0.002165831
2/26/1971,96.75,96.75,17250000,0.002583979
3/1/1971,97,97,13020000,-0.000206155
3/2/1971,96.980003,96.980003,14870000,-0.000309404
3/3/1971,96.949997,96.949997,14680000,0.010005168
3/4/1971,97.919998,97.919998,17350000,0.010620925
3/5/1971,98.959999,98.959999,22430000,0.004244119
3/8/1971,99.379997,99.379997,19340000,0.000805011
3/9/1971,99.459999,99.459999,20490000,-0.001608647
3/10/1971,99.300003,99.300003,17220000,0.000906304
3/11/1971,99.389999,99.389999,19830000,0.001811057
3/12/1971,99.57,99.57,14680000,0.011449222
3/15/1971,100.709999,100.709999,18920000,0.00496475
3/16/1971,101.209999,101.209999,22270000,-0.000889201
3/17/1971,101.120003,101.120003,17070000,0.000692237
3/18/1971,101.190002,101.190002,17910000,-0.001778832
3/19/1971,101.010002,101.010002,15150000,-0.003860994
3/22/1971,100.620003,100.620003,14290000,-0.00337909
3/23/1971,100.279999,100.279999,16470000,-0.006581532
3/24/1971,99.620003,99.620003,15770000,-0.000100402
3/25/1971,99.610001,99.610001,15870000,0.003413272
3/26/1971,99.949997,99.949997,15560000,0.00080042
3/29/1971,100.029999,100.029999,13650000,0.00229934
3/30/1971,100.260002,100.260002,15430000,0.000498663
3/31/1971,100.309998,100.309998,17610000,0.000797538
4/1/1971,100.389999,100.389999,13470000,0.001693386
4/2/1971,100.559998,100.559998,14520000,0.002287222
4/5/1971,100.790001,100.790001,16040000,0.007143576
4/6/1971,101.510002,101.510002,19990000,0.004630095
4/7/1971,101.980003,101.980003,22270000,0.001176652
4/8/1971,102.099998,102.099998,17590000,0.007639559
4/12/1971,102.879997,102.879997,19410000,0.000972065
4/13/1971,102.980003,102.980003,23200000,0.003787143
4/14/1971,103.370003,103.370003,19440000,0.00145104
4/15/1971,103.519997,103.519997,22540000,-0.000289789
4/16/1971,103.489998,103.489998,18280000,0.005024679
4/19/1971,104.010002,104.010002,17730000,-0.003845794
4/20/1971,103.610001,103.610001,17880000,-0.002412894
4/21/1971,103.360001,103.360001,17040000,0.001934955
4/22/1971,103.559998,103.559998,19270000,0.004731605
4/23/1971,104.050003,104.050003,20150000,-0.001057194
4/26/1971,103.940002,103.940002,18860000,0.00625355
4/27/1971,104.589996,104.589996,21250000,0.001721015
4/28/1971,104.769997,104.769997,24820000,-0.00133626
4/29/1971,104.629997,104.629997,20340000,-0.006499092
4/30/1971,103.949997,103.949997,17490000,-0.006349168
5/3/1971,103.290001,103.290001,16120000,0.00484074
5/4/1971,103.790001,103.790001,17310000,-9.63677E-05
5/5/1971,103.779999,103.779999,17270000,-0.005299634
5/6/1971,103.230003,103.230003,19300000,-0.003487358
5/7/1971,102.870003,102.870003,16490000,-0.004957733
5/10/1971,102.360001,102.360001,12810000,0.002540074
5/11/1971,102.620003,102.620003,17730000,0.002728503
5/12/1971,102.900002,102.900002,15140000,-0.002040816
5/13/1971,102.690002,102.690002,17640000,-0.004674291
5/14/1971,102.209999,102.209999,16430000,-0.014871314
5/17/1971,100.690002,100.690002,15980000,0.001390406
5/18/1971,100.830002,100.830002,17640000,0.002380224
5/19/1971,101.07,101.07,17640000,0.002374572
5/20/1971,101.309998,101.309998,11740000,-0.003158622
5/21/1971,100.989998,100.989998,12090000,-0.008515705
5/24/1971,100.129997,100.129997,12060000,-0.006591391
5/25/1971,99.470001,99.470001,16050000,0.001206344
5/26/1971,99.589996,99.589996,13550000,-0.001907762
5/27/1971,99.400002,99.400002,12610000,0.002313833
5/28/1971,99.629997,99.629997,11760000,0.005721168
6/1/1971,100.199997,100.199997,11930000,0.007584851
6/2/1971,100.959999,100.959999,17740000,0.000495275
6/3/1971,101.010002,101.010002,18790000,0.002871013
6/4/1971,101.300003,101.300003,14400000,-0.002073119
6/7/1971,101.089996,101.089996,13800000,-0.007616936
6/8/1971,100.32,100.32,13610000,-0.000299033
6/9/1971,100.290001,100.290001,14250000,0.003489859
6/10/1971,100.639999,100.639999,12450000,0.004272665
6/11/1971,101.07,101.07,12270000,-0.008410003
6/14/1971,100.220001,100.220001,11530000,0.000997795
6/15/1971,100.32,100.32,13550000,0.001993591
6/16/1971,100.519997,100.519997,14300000,-0.000198936
6/17/1971,100.5,100.5,13980000,-0.015223871
6/18/1971,98.970001,98.970001,15040000,-0.011114459
6/21/1971,97.870003,97.870003,16490000,-0.002861009
6/22/1971,97.589996,97.589996,15200000,0.008402583
6/23/1971,98.410004,98.410004,12640000,-0.00284531
6/24/1971,98.129997,98.129997,11360000,-0.001426669
6/25/1971,97.989998,97.989998,10580000,-0.002551281
6/28/1971,97.739998,97.739998,9810000,0.011049744
6/29/1971,98.82,98.82,14460000,-0.001214359
6/30/1971,98.699997,98.699997,15410000,0.01094227
7/1/1971,99.779999,99.779999,13090000,0
7/2/1971,99.779999,99.779999,9960000,-0.000200411
7/6/1971,99.760002,99.760002,10440000,0.002806726
7/7/1971,100.040001,100.040001,14520000,0.00299875
7/8/1971,100.339996,100.339996,13920000,0.0034882
7/9/1971,100.690002,100.690002,12640000,0.001291072
7/12/1971,100.82,100.82,12020000,-0.01309264
7/13/1971,99.5,99.5,13540000,-0.00281406
7/14/1971,99.220001,99.220001,14360000,0.000604697
7/15/1971,99.279999,99.279999,13080000,-0.001712309
7/16/1971,99.110001,99.110001,13870000,-0.001816174
7/19/1971,98.93,98.93,11430000,0.003942181
7/20/1971,99.32,99.32,12540000,-0.000402749
7/21/1971,99.279999,99.279999,11920000,-0.001712309
7/22/1971,99.110001,99.110001,12570000,-0.001715256
7/23/1971,98.940002,98.940002,12370000,-0.008085739
7/26/1971,98.139999,98.139999,9930000,-0.003668229
7/27/1971,97.779999,97.779999,11560000,-0.007261188
7/28/1971,97.07,97.07,13940000,-0.010816967
7/29/1971,96.019997,96.019997,14570000,-0.004582327
7/30/1971,95.580002,95.580002,12970000,0.003975696
8/2/1971,95.959999,95.959999,11870000,-0.015110432
8/3/1971,94.510002,94.510002,13490000,-0.006560184
8/4/1971,93.889999,93.889999,15410000,0.00213012
8/5/1971,94.089996,94.089996,12100000,0.001700542
8/6/1971,94.25,94.25,9490000,-0.007639268
8/9/1971,93.529999,93.529999,8110000,0.000106939
8/10/1971,93.540001,93.540001,9460000,0.011973519
8/11/1971,94.660004,94.660004,11370000,0.014155884
8/12/1971,96,96,15910000,-0.003229146
8/13/1971,95.690002,95.690002,9960000,0.032082767
8/16/1971,98.760002,98.760002,31730000,0.012454394
8/17/1971,99.989998,99.989998,26790000,-0.01390139
8/18/1971,98.599998,98.599998,20680000,-0.004462414
8/19/1971,98.160004,98.160004,14190000,0.001731846
8/20/1971,98.330002,98.330002,11890000,0.009356229
8/23/1971,99.25,99.25,13040000,0.011586922
8/24/1971,100.400002,100.400002,18700000,9.96215E-05
8/25/1971,100.410004,100.410004,18280000,-0.001693118
8/26/1971,100.239998,100.239998,13990000,0.002394304
8/27/1971,100.480003,100.480003,12490000,-0.0095542
8/30/1971,99.519997,99.519997,11140000,-0.004923613
8/31/1971,99.029999,99.029999,10430000,0.000403928
9/1/1971,99.07,99.07,10770000,0.002220662
9/2/1971,99.290001,99.290001,10690000,0.014100121
9/3/1971,100.690002,100.690002,14040000,0.004568477
9/7/1971,101.150002,101.150002,17080000,0.001878339
9/8/1971,101.339996,101.339996,14230000,-0.005328528
9/9/1971,100.800003,100.800003,15790000,-0.003769891
9/10/1971,100.419998,100.419998,11380000,-0.003485342
9/13/1971,100.07,100.07,10000000,-0.007294934
9/14/1971,99.339996,99.339996,11410000,0.004328579
9/15/1971,99.769997,99.769997,11080000,-0.001102466
9/16/1971,99.660004,99.660004,10550000,0.003010185
9/17/1971,99.959999,99.959999,11020000,-0.00280111
9/20/1971,99.68,99.68,9540000,-0.003410955
9/21/1971,99.339996,99.339996,10640000,-0.008757752
9/22/1971,98.470001,98.470001,14250000,-0.000914025
9/23/1971,98.379997,98.379997,13250000,-0.002337823
9/24/1971,98.150002,98.150002,13460000,-0.005399888
9/27/1971,97.620003,97.620003,10220000,0.002663327
9/28/1971,97.879997,97.879997,11250000,0.000204383
9/29/1971,97.900002,97.900002,8580000,0.004494321
9/30/1971,98.339996,98.339996,13490000,0.005999634
10/1/1971,98.93,98.93,13400000,0.002830274
10/4/1971,99.209999,99.209999,14570000,-0.001007943
10/5/1971,99.110001,99.110001,12360000,0.007163747
10/6/1971,99.82,99.82,15630000,0.002003576
10/7/1971,100.019997,100.019997,17780000,-0.00659864
10/8/1971,99.360001,99.360001,13870000,-0.001509682
10/11/1971,99.209999,99.209999,7800000,0.003628677
10/12/1971,99.57,99.57,14340000,-0.00542333
10/13/1971,99.029999,99.029999,13540000,-0.009088175
10/14/1971,98.129997,98.129997,12870000,-0.003464751
10/15/1971,97.790001,97.790001,13120000,-0.004499468
10/18/1971,97.349998,97.349998,10420000,-0.003595254
10/19/1971,97,97,13040000,-0.013917505
10/20/1971,95.650002,95.650002,16340000,-0.000522781
10/21/1971,95.599998,95.599998,14990000,-0.000313787
10/22/1971,95.57,95.57,14560000,-0.004917882
10/25/1971,95.099998,95.099998,7340000,-0.003785489
10/26/1971,94.739998,94.739998,13390000,-0.010027412
10/27/1971,93.790001,93.790001,13480000,0.001812539
10/28/1971,93.959999,93.959999,15530000,0.002873606
10/29/1971,94.230003,94.230003,11710000,-0.015175634
11/1/1971,92.800003,92.800003,10960000,0.004094795
11/2/1971,93.18,93.18,13330000,0.018566259
11/3/1971,94.910004,94.910004,14590000,-0.001264387
11/4/1971,94.790001,94.790001,15750000,-0.003481401
11/5/1971,94.459999,94.459999,10780000,-0.000741054
11/8/1971,94.389999,94.389999,8520000,0.000741604
11/9/1971,94.459999,94.459999,12080000,-0.011115763
11/10/1971,93.410004,93.410004,13410000,-0.013810095
11/11/1971,92.120003,92.120003,13310000,0
11/12/1971,92.120003,92.120003,14540000,-0.00336523
11/15/1971,91.809998,91.809998,9370000,0.009802865
11/16/1971,92.709999,92.709999,13300000,0.001510074
11/17/1971,92.849998,92.849998,12840000,-0.007754454
11/18/1971,92.129997,92.129997,13010000,-0.005644155
11/19/1971,91.610001,91.610001,12420000,-0.008950988
11/22/1971,90.790001,90.790001,11390000,-0.006939057
11/23/1971,90.160004,90.160004,16840000,0.001885515
11/24/1971,90.330002,90.330002,11870000,0.017823536
11/26/1971,91.940002,91.940002,10870000,0.01598871
11/29/1971,93.410004,93.410004,18910000,0.006209121
11/30/1971,93.989998,93.989998,18320000,0.015427216
12/1/1971,95.440002,95.440002,21040000,0.004191052
12/2/1971,95.839996,95.839996,17780000,0.012729571
12/3/1971,97.059998,97.059998,16760000,-0.005666557
12/6/1971,96.510002,96.510002,17480000,0.003730194
12/7/1971,96.870003,96.870003,15250000,0.000516104
12/8/1971,96.919998,96.919998,16650000,0.000412722
12/9/1971,96.959999,96.959999,14710000,0.007528909
12/10/1971,97.690002,97.690002,17510000,0.002866199
12/13/1971,97.970001,97.970001,17020000,-0.003062192
12/14/1971,97.669998,97.669998,16070000,0.008907577
12/15/1971,98.540001,98.540001,16890000,0.012177765
12/16/1971,99.739998,99.739998,21070000,0.005213595
12/17/1971,100.260002,100.260002,18270000,0.012866557
12/20/1971,101.550003,101.550003,23810000,0.002461841
12/21/1971,101.800003,101.800003,20460000,-0.006090403
12/22/1971,101.18,101.18,18930000,-0.004348705
12/23/1971,100.739998,100.739998,16000000,0.002084564
12/27/1971,100.949997,100.949997,11890000,0.009905894
12/28/1971,101.949997,101.949997,15090000,0.002550289
12/29/1971,102.209999,102.209999,17150000,-0.004207025
12/30/1971,101.779999,101.779999,13810000,0.003045756
12/31/1971,102.089996,102.089996,14040000,-0.004113998
1/3/1972,101.669998,101.669998,12570000,0.004130993
1/4/1972,102.089996,102.089996,15190000,0.00950144
1/5/1972,103.059998,103.059998,21350000,0.004366427
1/6/1972,103.510002,103.510002,21100000,-0.000386446
1/7/1972,103.470001,103.470001,17140000,-0.001449705
1/10/1972,103.32,103.32,15320000,0.00319398
1/11/1972,103.650002,103.650002,17970000,-0.000578929
